N,P,K,temperature,humidity,ph,rainfall,label,NPK_total,N_P_ratio,N_K_ratio,P_K_ratio,moisture_index,ph_level,rainfall_level,season,fertilizer,label_encoded
17,43,22,30.06142622,45.90067655,5.498340807999999,41.0550915,mothbeans,82,0.39534882801514354,0.7727272376033073,1.9545453657024834,1379.8398015559092,acidic,low,Spring/Autumn,DAP + Urea,13
8,45,15,28.09568993,60.98353839999999,4.61136408,33.84110759,mothbeans,68,0.1777777738271606,0.5333332977777802,2.9999998000000136,1713.3745857206482,acidic,low,Spring/Autumn,DAP + Urea,13
7,56,23,26.33908791,40.00933429,5.545219232000001,55.50429227,mothbeans,86,0.12499999776785718,0.3043478128544429,2.434782502835543,1053.8093730848873,slightly_acidic,moderate,Spring/Autumn,DAP + Urea,13
36,57,16,28.61409059,57.14218792,8.292875733999999,57.02891698,mothbeans,109,0.6315789362880888,2.249999859375009,3.562499777343764,1635.0717416536836,alkaline,moderate,Spring/Autumn,DAP + Urea,13
11,45,19,28.70012137,44.359648,3.828031463,44.11622138,mothbeans,75,0.2444444390123458,0.5789473379501401,2.3684209279778456,1273.1272815304778,acidic,low,Spring/Autumn,DAP + Urea,13
6,36,22,24.21610338,59.79236306,8.869532817,42.24783476,mothbeans,64,0.16666666203703717,0.27272726033057904,1.6363635619834744,1447.938045195453,alkaline,low,Winter,DAP + Urea,13
17,57,20,28.50677929,45.20094476,3.793575185,66.1761456,mothbeans,94,0.2982456088027086,0.8499999575000021,2.849999857500007,1288.533355972802,acidic,moderate,Spring/Autumn,DAP + Urea,13
4,47,20,25.97948991,64.95585424,4.193189124,72.19245835,mothbeans,71,0.08510638116794934,0.1999999900000005,2.349999882500006,1687.5199598235106,acidic,moderate,Spring/Autumn,DAP + Urea,13
9,49,16,30.88482722,41.36561835,7.661537347999999,55.053805,mothbeans,74,0.18367346563931702,0.5624999648437522,3.0624998085937616,1277.5699755882113,alkaline,moderate,Spring/Autumn,DAP + Urea,13
25,51,24,25.5042419,61.66852372,9.392694614,65.07981523,mothbeans,100,0.49019606881968497,1.0416666232638907,2.124999911458337,1572.808946570768,alkaline,moderate,Spring/Autumn,DAP + Urea,13
36,44,21,25.12528913,51.33189406,4.516154055,38.48678973,mothbeans,101,0.8181817995867773,1.714285632653065,2.0952379954648572,1289.7286798480295,acidic,low,Spring/Autumn,DAP + Urea,13
21,38,20,27.10508014,63.56791363,5.794289715,62.20279647,mothbeans,79,0.5526315644044325,1.0499999475000026,1.8999999050000047,1723.013393273748,slightly_acidic,moderate,Spring/Autumn,DAP + Urea,13
37,57,20,31.1006247,44.82069159,7.354286985,70.79934452,mothbeans,114,0.6491227956294247,1.8499999075000044,2.849999857500007,1393.9515079350365,neutral,moderate,Spring/Autumn,DAP + Urea,13
32,48,18,26.45707778,56.40226277,5.993513566,64.16167699,mothbeans,98,0.6666666527777781,1.7777776790123512,2.6666665185185265,1492.2390530738883,slightly_acidic,moderate,Spring/Autumn,DAP + Urea,13
29,44,20,30.04132304,63.56222995,8.620107545,31.83192392,mothbeans,93,0.6590908941115706,1.4499999275000035,2.1999998900000053,1909.4934830707132,alkaline,low,Spring/Autumn,DAP + Urea,13
25,51,18,27.77799528,54.82130787,9.45949344,50.28438729,mothbeans,94,0.49019606881968497,1.3888888117283993,2.8333331759259344,1522.8260312562868,alkaline,moderate,Spring/Autumn,DAP + Urea,13
10,44,24,30.99256944,43.02151392,8.0344125,58.27600682,mothbeans,78,0.22727272210743815,0.41666664930555625,1.8333332569444476,1333.3472575795265,alkaline,moderate,Spring/Autumn,DAP + Urea,13
23,35,18,26.4908332,47.36534833,5.414492777,36.99362831,mothbeans,76,0.6571428383673475,1.2777777067901273,1.944444336419759,1254.7475420699286,acidic,low,Spring/Autumn,DAP + Urea,13
9,60,23,31.96987867,57.17377029,6.2760043360000015,64.25520357,mothbeans,92,0.14999999750000004,0.39130433081285515,2.6086955387523676,1827.8384992777508,slightly_acidic,moderate,Spring/Autumn,DAP + Urea,13
3,58,21,25.36140526,46.82652785,9.160691747,55.60523179,mothbeans,82,0.05172413703923902,0.14285713605442207,2.7619046303854935,1187.5865497225266,alkaline,moderate,Spring/Autumn,DAP + Urea,13
22,42,22,25.54249137,56.96640758,7.887658711,48.46797044,mothbeans,86,0.5238095113378688,0.9999999545454565,1.9090908223140535,1455.0639739920528,alkaline,low,Spring/Autumn,DAP + Urea,13
12,39,21,28.99319096,62.85948245,8.183844843,70.4713043,mothbeans,72,0.3076922998027616,0.5714285442176883,1.857142768707487,1822.4969783196186,alkaline,moderate,Spring/Autumn,DAP + Urea,13
39,36,22,29.34317422,60.50320928,9.072011412,34.03335472,mothbeans,97,1.0833333032407417,1.772727192148764,1.6363635619834744,1775.356210772161,alkaline,low,Spring/Autumn,DAP + Urea,13
32,41,16,28.63618921,61.39451307,7.702287236,68.54877876,mothbeans,89,0.7804877858417614,1.9999998750000076,2.5624998398437597,1758.1048927283382,alkaline,moderate,Spring/Autumn,DAP + Urea,13
30,41,15,24.83206631,44.17085032,5.88509677,52.0810886,mothbeans,86,0.7317072992266512,1.9999998666666756,2.733333151111123,1096.8534841153246,slightly_acidic,moderate,Spring/Autumn,DAP + Urea,13
19,36,22,25.44689075,58.55363573,6.16496284,57.04826619,mothbeans,77,0.5277777631172844,0.863636324380167,1.6363635619834744,1490.0079714366066,slightly_acidic,moderate,Spring/Autumn,DAP + Urea,13
4,46,15,31.01274943,62.40392519,3.504752314,63.77192383,mothbeans,65,0.08695651984877131,0.2666666488888901,3.066666462222236,1935.3172953659353,acidic,moderate,Spring/Autumn,DAP + Urea,13
21,39,20,27.06179658,52.3003173,7.388007482999999,60.74583498,mothbeans,80,0.5384615246548328,1.0499999475000026,1.9499999025000048,1415.3405478420548,neutral,moderate,Spring/Autumn,DAP + Urea,13
35,57,25,27.0956288,42.26206161,8.340398059,71.12710390000002,mothbeans,117,0.6140350769467531,1.3999999440000022,2.2799999088000034,1145.1171337072906,alkaline,moderate,Spring/Autumn,DAP + Urea,13
22,55,24,28.56800579,57.30636014,8.66077954,64.53027638,mothbeans,101,0.3999999927272729,0.9166666284722238,2.2916665711805595,1637.1284282833453,alkaline,moderate,Spring/Autumn,DAP + Urea,13
35,51,17,28.79929247,49.84213387,3.558822825,40.85534718,mothbeans,103,0.6862744963475589,2.058823408304505,2.999999823529422,1435.418190651023,acidic,low,Spring/Autumn,DAP + Urea,13
17,56,17,27.94293692,45.41393636,5.9565851,69.66289997,mothbeans,90,0.30357142315051033,0.999999941176474,3.2941174532872086,1268.9987589963746,slightly_acidic,moderate,Spring/Autumn,DAP + Urea,13
28,57,17,30.47757686,61.58245338,9.416003106,61.86633917,mothbeans,102,0.49122806155740245,1.6470587266436043,3.352940979238766,1876.8839561163165,alkaline,moderate,Spring/Autumn,DAP + Urea,13
22,36,16,30.58139475,50.77148138,8.18422855,64.58559639,mothbeans,74,0.611111094135803,1.3749999140625053,2.249999859375009,1552.6627141240547,alkaline,moderate,Spring/Autumn,DAP + Urea,13
11,41,19,26.85911286,41.81420849,5.131779302,44.13827124,mothbeans,71,0.26829267638310544,0.5789473379501401,2.157894623268704,1123.0925449844801,acidic,low,Spring/Autumn,DAP + Urea,13
38,38,18,26.31051759,61.18749126,6.294130312999999,35.73403813,mothbeans,94,0.9999999736842113,2.111110993827167,2.111110993827167,1609.8745650842013,slightly_acidic,low,Spring/Autumn,DAP + Urea,13
23,37,24,28.77833449,44.2252605,7.991902443,33.95825723,mothbeans,84,0.6216216048210378,0.9583332934027794,1.541666602430558,1272.7293395763845,alkaline,low,Spring/Autumn,DAP + Urea,13
25,35,20,28.90245417,43.35365671,8.923095695,71.90018566,mothbeans,80,0.7142856938775517,1.249999937500003,1.7499999125000043,1253.027076162688,alkaline,moderate,Spring/Autumn,DAP + Urea,13
40,45,20,29.37687468,57.69622912,6.878498176,38.34303462,mothbeans,105,0.888888869135803,1.9999999000000048,2.2499998875000053,1694.9348923668067,neutral,low,Spring/Autumn,DAP + Urea,13
23,58,19,24.17093241,58.25204566,5.243634848999999,59.18953429,mothbeans,100,0.3965517173008325,1.2105262520775657,3.052631418282557,1408.0062583920937,acidic,moderate,Spring/Autumn,DAP + Urea,13
2,56,23,26.65333029,59.79023382,7.550090941,36.91852635,mothbeans,81,0.03571428507653063,0.08695651795841226,2.434782502835543,1593.6088501207882,alkaline,low,Spring/Autumn,DAP + Urea,13
3,56,17,28.19912143,53.50567601,8.709291687999999,52.13580529,mothbeans,76,0.05357142761479594,0.17647057785467188,3.2941174532872086,1508.8130550002281,alkaline,moderate,Spring/Autumn,DAP + Urea,13
26,51,25,28.76488954,52.62741529,7.792508067999999,55.21606732,mothbeans,102,0.5098039115724724,1.0399999584000017,2.039999918400003,1513.821787592557,alkaline,moderate,Spring/Autumn,DAP + Urea,13
39,42,20,29.3499706,61.25353851,8.055908857999999,40.82840673,mothbeans,101,0.9285714064625856,1.9499999025000048,2.099999895000005,1797.7895544144676,alkaline,low,Spring/Autumn,DAP + Urea,13
27,59,20,28.00937423,52.60950014,4.397698806,36.01203025,mothbeans,106,0.4576271108876761,1.3499999325000034,2.949999852500007,1473.5591774744973,acidic,low,Spring/Autumn,DAP + Urea,13
24,45,19,26.85851927,48.8246387,5.9523849570000005,34.7426459,mothbeans,88,0.5333333214814818,1.263157828254851,2.3684209279778456,1311.3574993747377,slightly_acidic,low,Spring/Autumn,DAP + Urea,13
7,40,17,31.2123945,40.92604945,8.532078732999999,53.78769958,mothbeans,64,0.17499999562500013,0.4117646816609011,2.352941038062292,1277.400000759908,alkaline,moderate,Spring/Autumn,DAP + Urea,13
15,45,23,24.20422636,61.43378674,7.224193642,46.0203959,mothbeans,83,0.3333333259259261,0.6521738846880919,1.9565216540642758,1486.9572804069264,neutral,low,Winter,DAP + Urea,13
26,52,23,29.98835437,49.60384796,4.931890506,52.92929636,mothbeans,101,0.49999999038461557,1.1304347334593594,2.260869466918719,1487.5377707400817,acidic,moderate,Spring/Autumn,DAP + Urea,13
20,45,16,29.93964907,54.61813464,4.626212446,45.43669946,mothbeans,81,0.4444444345679015,1.2499999218750049,2.8124998242187607,1635.2477839796109,acidic,low,Spring/Autumn,DAP + Urea,13
34,54,24,31.2119298,41.55934359,5.026003659,68.80141783,mothbeans,112,0.6296296179698219,1.4166666076388912,2.249999906250004,1297.14731466516,acidic,moderate,Spring/Autumn,DAP + Urea,13
19,51,25,26.80474415,48.23991436,3.5253661,43.87801983,mothbeans,95,0.37254901230296056,0.7599999696000012,2.039999918400003,1293.0585622377112,acidic,low,Spring/Autumn,DAP + Urea,13
29,41,21,31.49398069,62.84916863,8.86979671,64.56807592,mothbeans,91,0.7073170559190962,1.3809523151927467,1.9523808594104353,1979.3705032157739,alkaline,moderate,Spring/Autumn,DAP + Urea,13
20,50,22,30.99694676,46.42693735,9.406887533,38.31597852,mothbeans,92,0.3999999920000002,0.9090908677685968,2.272727169421492,1439.0933052678056,alkaline,low,Spring/Autumn,DAP + Urea,13
11,40,23,29.61253065,63.04749127,5.80428611,50.1978269,mothbeans,74,0.2749999931250002,0.4782608487712674,1.7391303591682452,1866.9957676384824,slightly_acidic,moderate,Spring/Autumn,DAP + Urea,13
15,54,15,29.97604322,57.03184356,8.35495812,44.86052932,mothbeans,84,0.277777772633745,0.9999999333333378,3.599999760000016,1709.5890074708386,alkaline,low,Spring/Autumn,DAP + Urea,13
35,55,22,30.88883074,52.62696801,8.634929739,55.51932414,mothbeans,112,0.6363636247933887,1.5909090185950445,2.4999998863636415,1625.5855072202846,alkaline,moderate,Spring/Autumn,DAP + Urea,13
9,59,25,30.39321309,60.16299493,7.699200949,35.37493212,mothbeans,93,0.15254237029589204,0.35999998560000057,2.3599999056000036,1828.5467250400798,alkaline,low,Spring/Autumn,DAP + Urea,13
40,45,18,30.43683729,55.20522037,5.261285926,30.92014047,mothbeans,103,0.888888869135803,2.222222098765439,2.4999998611111187,1680.2723099602836,acidic,low,Spring/Autumn,DAP + Urea,13
35,38,19,25.32688786,63.18180319,9.112771682,32.71129281,mothbeans,92,0.9210526073407209,1.8421051662049912,1.9999998947368476,1600.19844418572,alkaline,low,Spring/Autumn,DAP + Urea,13
14,58,17,30.53684308,59.96664731,4.605700542,33.48919022,mothbeans,89,0.24137930618311543,0.8235293633218022,3.411764505190323,1831.1920989391742,acidic,low,Spring/Autumn,DAP + Urea,13
40,55,18,30.38257873,40.5926071,7.115994051,47.95406479,mothbeans,113,0.727272714049587,2.222222098765439,3.0555553858024784,1233.308081071707,neutral,low,Spring/Autumn,DAP + Urea,13
18,36,23,24.01825377,53.76623369,7.214078621,35.03404425,mothbeans,77,0.4999999861111115,0.7826086616257103,1.5652173232514206,1291.3710450235435,neutral,low,Winter,DAP + Urea,13
35,52,15,28.69841277,61.14754363,9.93509073,65.67591794,mothbeans,102,0.6730769101331364,2.333333177777788,3.466666435555571,1754.8374469653243,alkaline,moderate,Spring/Autumn,DAP + Urea,13
4,59,22,29.33743412,49.00323081,8.914074888,42.44054315,mothbeans,85,0.06779660902039646,0.18181817355371938,2.6818180599173607,1437.6290555555292,alkaline,low,Spring/Autumn,DAP + Urea,13
22,51,16,27.96583691,61.34900107,8.639586199,70.10472076,mothbeans,89,0.43137254056132274,1.3749999140625053,3.187499800781262,1715.6761585150355,alkaline,moderate,Spring/Autumn,DAP + Urea,13
33,47,17,24.86803974,48.27531965,8.621514073,63.9187654,mothbeans,97,0.7021276446355821,1.9411763564013906,2.764705719723193,1200.5125675174029,alkaline,moderate,Spring/Autumn,DAP + Urea,13
2,51,17,25.87682261,45.96341933,5.838508699,38.53254678,mothbeans,70,0.0392156855055748,0.11764705190311459,2.999999823529422,1189.387248551455,slightly_acidic,low,Spring/Autumn,DAP + Urea,13
16,51,21,31.01963639,49.97675220000001,3.532008668,32.81296548,mothbeans,88,0.3137254840445984,0.7619047256235845,2.4285713129251754,1550.2606811971327,acidic,low,Spring/Autumn,DAP + Urea,13
19,55,20,27.43329405,87.80507732,7.18530147,54.73367631,mungbean,94,0.34545453917355384,0.9499999525000024,2.749999862500007,2408.782505202546,neutral,moderate,Spring/Autumn,DAP + Urea,14
8,54,20,28.3340432,80.77275974,7.034214276,38.7976407,mungbean,82,0.14814814540466398,0.399999980000001,2.6999998650000068,2288.618863856381,neutral,low,Spring/Autumn,DAP + Urea,14
36,55,20,27.01470397,84.34262707,6.635968697999999,55.296354,mungbean,111,0.6545454426446283,1.7999999100000044,2.749999862500007,2278.4911023481586,neutral,moderate,Spring/Autumn,DAP + Urea,14
10,56,16,28.17432665,81.04554836,6.828187498999998,36.35720652,mungbean,82,0.17857142538265314,0.6249999609375024,3.4999997812500134,2283.4037530230116,neutral,low,Spring/Autumn,DAP + Urea,14
22,56,17,29.87888063,87.32761241,6.89077995,44.75215854,mungbean,95,0.3928571358418369,1.2941175709342605,3.2941174532872086,2609.2513069012966,neutral,low,Spring/Autumn,DAP + Urea,14
9,57,24,29.89232778,89.71503316,7.165121108999998,42.99498978,mungbean,90,0.1578947340720222,0.37499998437500065,2.3749999010416705,2681.791178012289,neutral,low,Spring/Autumn,DAP + Urea,14
34,59,23,28.56212158,83.24855855,6.935804256,56.48265193,mungbean,116,0.5762711766733699,1.4782608052930084,2.5652172797731616,2377.7554506648485,neutral,moderate,Spring/Autumn,DAP + Urea,14
31,51,25,27.53592929,85.57019009999998,7.196774236,53.01899249,mungbean,107,0.6078431253364094,1.2399999504000019,2.039999918400003,2356.2547039254573,neutral,moderate,Spring/Autumn,DAP + Urea,14
0,49,18,29.68361658,87.93598094,6.990095452,41.82490236,mungbean,67,0.0,0.0,2.722222070987663,2610.2579418091477,neutral,low,Spring/Autumn,DAP + Urea,14
21,39,20,28.14448546,82.1193047,7.064782137999999,46.75690086,mungbean,80,0.5384615246548328,1.0499999475000026,1.9499999025000048,2311.2055771144596,neutral,low,Spring/Autumn,DAP + Urea,14
28,35,22,29.53037621,86.73346018,7.156563094,59.87232071,mungbean,85,0.7999999771428579,1.2727272148760356,1.5909090185950445,2561.271709110454,neutral,moderate,Spring/Autumn,DAP + Urea,14
17,52,17,27.88352946,86.45147631,6.364967184,44.64407105,mungbean,86,0.3269230706360948,0.999999941176474,3.058823349480979,2410.572286550377,slightly_acidic,low,Spring/Autumn,DAP + Urea,14
24,42,23,28.22471276,82.35916228,6.428054409,44.01206619,mungbean,89,0.5714285578231296,1.0434782155009472,1.8260868771266574,2324.563698507227,slightly_acidic,low,Spring/Autumn,DAP + Urea,14
28,46,16,29.008124,84.96089355,6.664187809,45.91011391,mungbean,90,0.6086956389413992,1.7499998906250067,2.874999820312511,2464.5561352492,neutral,low,Spring/Autumn,DAP + Urea,14
21,38,21,29.75538903,86.45193297,6.637677489,37.54602719,mungbean,80,0.5526315644044325,0.9999999523809546,1.809523723356013,2572.410897917833,neutral,low,Spring/Autumn,DAP + Urea,14
34,60,25,29.78416743,85.16906976,6.79385576,40.77872823,mungbean,119,0.5666666572222224,1.359999945600002,2.399999904000004,2536.68983358919,neutral,low,Spring/Autumn,DAP + Urea,14
19,53,22,27.8640132,80.4513142,6.852884642999999,42.83053902,mungbean,94,0.35849055927376305,0.863636324380167,2.4090907995867816,2241.6964808261473,neutral,low,Spring/Autumn,DAP + Urea,14
31,58,15,27.11026483,84.96771717,7.121571293,51.52617423,mungbean,104,0.5344827494054699,2.066666528888898,3.8666664088889062,2303.497314479238,neutral,moderate,Spring/Autumn,DAP + Urea,14
19,35,24,27.11030369,83.64274107,6.883308033,49.11964582,mungbean,78,0.5428571273469392,0.7916666336805569,1.458333272569447,2267.5801118717354,neutral,low,Spring/Autumn,DAP + Urea,14
24,53,17,28.95451232,89.07866095,6.421271178,57.65901369,mungbean,94,0.45283018013527965,1.411764622837375,3.1176468754325364,2579.229185925878,slightly_acidic,moderate,Spring/Autumn,DAP + Urea,14
13,47,20,29.21780035,87.93724219,6.54450214,43.1386631,mungbean,80,0.2765957387958354,0.6499999675000016,2.349999882500006,2569.332785637017,neutral,low,Spring/Autumn,DAP + Urea,14
31,53,16,28.7420098,85.81675947,6.452006451,48.54598575,mungbean,100,0.5849056493414029,1.9374998789062574,3.3124997929687625,2466.546141690983,slightly_acidic,low,Spring/Autumn,DAP + Urea,14
28,45,23,29.65021184,80.29868321,6.489259136,56.76278363,mungbean,96,0.622222208395062,1.2173912514177716,1.9565216540642758,2380.872967649551,slightly_acidic,moderate,Spring/Autumn,DAP + Urea,14
31,37,21,27.23924995,86.404241,6.713410626,37.31236904,mungbean,89,0.8378378151935726,1.476190405895695,1.761904678004539,2353.586717339038,neutral,low,Spring/Autumn,DAP + Urea,14
33,60,15,28.95172351,81.67085323,6.510840928,56.51103293,mungbean,108,0.5499999908333335,2.199999853333343,3.9999997333333512,2364.5119615407507,neutral,moderate,Spring/Autumn,DAP + Urea,14
34,45,21,28.18837136,82.60629652,6.2873801170000005,37.01110438,mungbean,100,0.7555555387654325,1.619047541950117,2.1428570408163314,2328.5369629800357,slightly_acidic,low,Spring/Autumn,DAP + Urea,14
13,57,25,28.30041493,86.20681554,6.86308576,50.47333854,mungbean,95,0.2280701714373654,0.5199999792000009,2.2799999088000034,2439.688649575972,neutral,moderate,Spring/Autumn,DAP + Urea,14
33,57,17,27.89636126,88.71782287,6.78415271,57.79863368,mungbean,107,0.5789473582640815,1.9411763564013906,3.352940979238766,2474.90443698221,neutral,moderate,Spring/Autumn,DAP + Urea,14
32,57,22,28.6899851,87.50436797,6.769415887999999,44.56598352,mungbean,111,0.5614034989227457,1.454545388429755,2.5909089731405013,2510.4990132442176,neutral,low,Spring/Autumn,DAP + Urea,14
23,59,25,27.826262300000003,88.73100226,6.320768488,56.68833819,mungbean,107,0.38983050186727963,0.9199999632000014,2.3599999056000036,2469.052143028653,slightly_acidic,moderate,Spring/Autumn,DAP + Urea,14
35,41,18,28.70562673,81.59200689,6.705008503999999,59.87065439,mungbean,94,0.8536585157644265,1.944444336419759,2.2777776512345747,2342.149693935928,neutral,moderate,Spring/Autumn,DAP + Urea,14
6,48,24,28.6362812,84.61431076,6.790736339,48.48319335,mungbean,78,0.1249999973958334,0.24999998958333375,1.99999991666667,2423.0391964675455,neutral,low,Spring/Autumn,DAP + Urea,14
29,36,25,28.28511547,88.4393979,7.130278657000001,48.56690235,mungbean,90,0.8055555331790131,1.1599999536000019,1.4399999424000023,2501.5185816987755,neutral,low,Spring/Autumn,DAP + Urea,14
4,36,22,27.60887393,86.13316408,7.012740397000001,43.80041104,mungbean,62,0.11111110802469146,0.18181817355371938,1.6363635619834744,2378.0396682767246,neutral,low,Spring/Autumn,DAP + Urea,14
10,59,22,28.60901145,86.99495766,7.1556850160000005,36.94616965,mungbean,91,0.16949152255099115,0.4545454338842984,2.6818180599173607,2488.839739787205,neutral,low,Spring/Autumn,DAP + Urea,14
14,48,21,29.24598976,84.80084105,6.991242362,53.43228915,mungbean,83,0.2916666605902779,0.6666666349206364,2.285714176870753,2480.084528987688,neutral,moderate,Spring/Autumn,DAP + Urea,14
8,50,21,28.62911222,89.11480590000002,6.218923893,50.49913241,mungbean,79,0.15999999680000007,0.38095236281179223,2.3809522675737016,2551.277778574619,slightly_acidic,moderate,Spring/Autumn,DAP + Urea,14
20,40,15,29.57329479,88.07505524,7.199495367999999,45.04467075,mungbean,75,0.49999998750000035,1.3333332444444503,2.6666664888889007,2604.669572258054,neutral,low,Spring/Autumn,DAP + Urea,14
36,43,22,27.82684262,87.16679147,6.3898821660000005,58.37249772,mungbean,101,0.8372092828555981,1.6363635619834744,1.9545453657024834,2425.576587926049,slightly_acidic,moderate,Spring/Autumn,DAP + Urea,14
14,57,15,29.8757015,83.14796296,6.623438282,40.12044158,mungbean,86,0.24561403077870123,0.9333332711111153,3.7999997466666837,2484.103721726017,neutral,low,Spring/Autumn,DAP + Urea,14
11,60,23,27.33684386,88.50229102,7.033012777000001,51.09802625,mungbean,94,0.18333333027777785,0.4782608487712674,2.6086955387523676,2419.37331086602,neutral,moderate,Spring/Autumn,DAP + Urea,14
10,59,15,29.83040388,89.30428305,6.32400451,58.86687093,mungbean,84,0.16949152255099115,0.6666666222222252,3.9333330711111287,2663.9828315953378,slightly_acidic,moderate,Spring/Autumn,DAP + Urea,14
7,60,25,28.2753171,82.76020821,6.397636709,56.04995423,mungbean,92,0.11666666472222226,0.27999998880000043,2.399999904000004,2340.071130399773,slightly_acidic,moderate,Spring/Autumn,DAP + Urea,14
2,47,15,29.86860065,85.99127934,6.401455706,58.41394143,mungbean,64,0.04255319058397467,0.13333332444444504,3.1333331244444587,2568.4391819890557,slightly_acidic,moderate,Spring/Autumn,DAP + Urea,14
20,45,22,29.5888162,89.9939693,6.904587016,54.96121262,mungbean,87,0.4444444345679015,0.9090908677685968,2.0454544524793428,2662.815016726143,neutral,moderate,Spring/Autumn,DAP + Urea,14
2,39,15,28.07219563,82.9116472,6.478557136,49.61865305,mungbean,56,0.05128204996712693,0.13333332444444504,2.599999826666678,2327.5119802039417,slightly_acidic,low,Spring/Autumn,DAP + Urea,14
27,40,24,27.84026517,89.99615558,7.063022095,52.84626009,mungbean,91,0.6749999831250004,1.124999953125002,1.666666597222225,2505.5168356277754,neutral,moderate,Spring/Autumn,DAP + Urea,14
35,48,15,27.10818093,87.45126690000002,6.981758362000001,55.03723979,mungbean,98,0.7291666514756948,2.333333177777788,3.199999786666681,2370.644765682921,neutral,moderate,Spring/Autumn,DAP + Urea,14
4,59,25,27.68515114,81.94268594,6.227134139,54.62243308,mungbean,88,0.06779660902039646,0.15999999360000025,2.3599999056000036,2268.595645066453,slightly_acidic,moderate,Spring/Autumn,DAP + Urea,14
1,48,24,29.34594634,85.60472562,6.232836962,59.03629954,mungbean,73,0.020833332899305567,0.041666664930555625,1.99999991666667,2512.1516844949433,slightly_acidic,moderate,Spring/Autumn,DAP + Urea,14
36,43,21,28.36319404,84.8593608,7.140437859,52.93031105,mungbean,100,0.8372092828555981,1.714285632653065,2.047618950113383,2406.88251648077,neutral,moderate,Spring/Autumn,DAP + Urea,14
11,46,24,27.65280218,89.80650642,6.459252023,56.52558045,mungbean,81,0.23913042958412112,0.4583333142361119,1.9166665868055588,2483.40155650916,slightly_acidic,moderate,Spring/Autumn,DAP + Urea,14
34,47,19,27.31372793,85.44815232,6.568795403999999,53.15223123,mungbean,100,0.7234042399275694,1.7894735900277057,2.4736840803324167,2333.907584589678,neutral,moderate,Spring/Autumn,DAP + Urea,14
21,44,18,27.06909959,86.89934108,7.12851089,50.46746116,mungbean,83,0.47727271642562014,1.1666666018518554,2.444444308641983,2352.2869179998984,neutral,moderate,Spring/Autumn,DAP + Urea,14
17,58,20,28.06642822,85.91625451,6.42937879,39.23831035,mungbean,95,0.29310344322235443,0.8499999575000021,2.899999855000007,2411.362390136166,slightly_acidic,low,Spring/Autumn,DAP + Urea,14
25,40,21,27.73329078,81.13903037,6.248900919,44.17580911,mungbean,86,0.6249999843750005,1.1904761337868508,1.904761814058961,2250.252322858461,slightly_acidic,low,Spring/Autumn,DAP + Urea,14
2,38,18,27.53632932,89.92908171,6.619891497999999,45.48591922,mungbean,58,0.05263157756232691,0.11111110493827195,2.111110993827167,2476.316809411749,neutral,low,Spring/Autumn,DAP + Urea,14
9,48,20,29.66461594,84.28187572,6.377568542000001,56.09542002,mungbean,77,0.1874999960937501,0.4499999775000011,2.399999880000006,2500.189473936611,slightly_acidic,moderate,Spring/Autumn,DAP + Urea,14
37,49,25,29.914544300000006,85.85384444,6.415459592,41.39081525,mungbean,111,0.7551020254060812,1.4799999408000024,1.959999921600003,2568.2786328256893,slightly_acidic,low,Spring/Autumn,DAP + Urea,14
36,38,15,28.36363858,87.59810657,6.3206620120000006,57.99524359,mungbean,89,0.9473683961218844,2.3999998400000107,2.5333331644444557,2484.601035043803,slightly_acidic,moderate,Spring/Autumn,DAP + Urea,14
40,58,15,29.46416042,87.60890009,6.978400282000001,43.15411472,mungbean,113,0.6896551605231869,2.6666664888889007,3.8666664088889062,2581.3226864715125,neutral,low,Spring/Autumn,DAP + Urea,14
30,44,16,29.73013036,82.89166381,6.442335592999999,50.91511275,mungbean,90,0.6818181663223144,1.8749998828125072,2.7499998281250106,2464.379970828594,slightly_acidic,moderate,Spring/Autumn,DAP + Urea,14
1,59,23,27.46852989,87.17649,7.184398832,43.78420984,mungbean,83,0.016949152255099114,0.04347825897920613,2.5652172797731616,2394.610021270286,neutral,low,Spring/Autumn,DAP + Urea,14
9,48,22,27.77076285,87.09979549,6.402926221,49.50812624,mungbean,79,0.1874999960937501,0.4090908904958686,2.1818180826446323,2418.8277648362896,slightly_acidic,low,Spring/Autumn,DAP + Urea,14
14,41,17,29.12939524,88.48312598,7.085982325,36.45012824,mungbean,72,0.3414634063057706,0.8235293633218022,2.411764564013849,2577.4599487421324,neutral,low,Spring/Autumn,DAP + Urea,14
35,52,19,27.10606808,89.89593328,6.698574085,37.45680611,mungbean,106,0.6730769101331364,1.8421051662049912,2.736841961218844,2436.7252876028174,neutral,low,Spring/Autumn,DAP + Urea,14
31,48,17,28.88078945,86.94206817,6.594739424,53.79732545,mungbean,96,0.6458333198784726,1.823529304498276,2.82352924567475,2510.955565165317,neutral,moderate,Spring/Autumn,DAP + Urea,14
4,41,20,28.14720892,83.8001509,6.647965508,37.44800463,mungbean,65,0.09756097323022017,0.1999999900000005,2.049999897500005,2358.7403549098262,neutral,low,Spring/Autumn,DAP + Urea,14
30,37,25,29.89129144,80.14487166,7.120032489,54.7960127,mungbean,92,0.8108107888970058,1.199999952000002,1.4799999408000024,2395.633716210457,neutral,moderate,Spring/Autumn,DAP + Urea,14
9,35,20,27.41503453,80.98004661,6.91380932,40.53173216,mungbean,64,0.2571428497959186,0.4499999775000011,1.7499999125000043,2220.0707740541593,neutral,low,Spring/Autumn,DAP + Urea,14
